idx,db_id,question,gold_query,generated_raw,extracted_sql,score,reason
59,pets_1,Find the first name of students who have both cat and dog pets .,select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog',SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.petid  =  (SELECT petid FROM pets WHERE pettype  =  'cat') INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.petid  =  (SELECT petid FROM pets WHERE pettype  =  'dog'),SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.petid  =  (SELECT petid FROM pets WHERE pettype  =  'cat') INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.petid  =  (SELECT petid FROM pets WHERE pettype  =  'dog'),1.0,Resultados idênticos (ordered=False).
60,pets_1,What are the students' first names who have both cats and dogs as pets?,SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog',SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.petid IN (SELECT petid FROM pets WHERE pettype  =  'cat') INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.petid IN (SELECT petid FROM pets WHERE pettype  =  'dog'),SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.petid IN (SELECT petid FROM pets WHERE pettype  =  'cat') INTERSECT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.petid IN (SELECT petid FROM pets WHERE pettype  =  'dog'),1.0,Resultados idênticos (ordered=False).
61,pets_1,Find the major and age of students who do not have a cat pet.,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT major ,  age FROM student WHERE StuID NOT IN (SELECT StuID FROM has_pet WHERE PetID IN (SELECT PetID FROM pets WHERE PetType  =  'cat'))","SELECT major ,  age FROM student WHERE StuID NOT IN (SELECT StuID FROM has_pet WHERE PetID IN (SELECT PetID FROM pets WHERE PetType  =  'cat'))",1.0,Resultados idênticos (ordered=False).
62,pets_1,"What major is every student who does not own a cat as a pet, and also how old are they?","SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT T1.Major ,  T1.Age FROM student AS T1 JOIN has_pet AS T2 ON T1.StuID  =  T2.StuID WHERE T2.pettype != 'cat'","SELECT T1.Major ,  T1.Age FROM student AS T1 JOIN has_pet AS T2 ON T1.StuID  =  T2.StuID WHERE T2.pettype != 'cat'",0.0,Falha ao executar a consulta gerada: no such column: T2.pettype
63,pets_1,Find the id of students who do not have a cat pet.,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT StuID FROM student EXCEPT SELECT StuID FROM has_pet WHERE PetID  =  (SELECT PetID FROM pets WHERE PetType  =  'cat'),SELECT StuID FROM student EXCEPT SELECT StuID FROM has_pet WHERE PetID  =  (SELECT PetID FROM pets WHERE PetType  =  'cat'),1.0,Resultados idênticos (ordered=False).
64,pets_1,What are the ids of the students who do not own cats as pets?,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT StuID FROM student EXCEPT SELECT StuID FROM has_pet WHERE PetID IN (SELECT PetID FROM pets WHERE PetType  =  'cat'),SELECT StuID FROM student EXCEPT SELECT StuID FROM has_pet WHERE PetID IN (SELECT PetID FROM pets WHERE PetType  =  'cat'),1.0,Resultados idênticos (ordered=False).
65,pets_1,Find the first name and age of students who have a dog but do not have a cat as a pet.,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.pettype  =  'dog' EXCEPT SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.pettype  =  'cat'","SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.pettype  =  'dog' EXCEPT SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.pettype  =  'cat'",0.0,Falha ao executar a consulta gerada: no such column: T2.pettype
66,pets_1,What is the first name of every student who has a dog but does not have a cat?,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.pettype  =  'dog' EXCEPT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.pettype  =  'cat',SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.pettype  =  'dog' EXCEPT SELECT T1.fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T2.pettype  =  'cat',0.0,Falha ao executar a consulta gerada: no such column: T2.pettype
67,pets_1,Find the type and weight of the youngest pet.,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT t1.pet_type ,  t1.weight FROM pets AS t1 JOIN has_pet AS t2 ON t1.pet_id  =  t2.pet_id WHERE t2.age  =  ( SELECT min(age) FROM pets )","SELECT t1.pet_type ,  t1.weight FROM pets AS t1 JOIN has_pet AS t2 ON t1.pet_id  =  t2.pet_id WHERE t2.age  =  ( SELECT min(age) FROM pets )",0.0,Falha ao executar a consulta gerada: no such column: t1.pet_type
68,pets_1,"What type of pet is the youngest animal, and how much does it weigh?","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT t1.pet_type ,  t1.weight FROM pets AS t1 JOIN has_pet AS t2 ON t1.pet_id  =  t2.pet_id ORDER BY t1.pet_age LIMIT 1","SELECT t1.pet_type ,  t1.weight FROM pets AS t1 JOIN has_pet AS t2 ON t1.pet_id  =  t2.pet_id ORDER BY t1.pet_age LIMIT 1",0.0,Falha ao executar a consulta gerada: no such column: t1.pet_type
69,pets_1,Find the id and weight of all pets whose age is older than 1.,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT T1.petid ,  T1.weight FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid WHERE T1.pet_age  >  1","SELECT T1.petid ,  T1.weight FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid WHERE T1.pet_age  >  1",1.0,Resultados idênticos (ordered=False).
70,pets_1,What is the id and weight of every pet who is older than 1?,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT T1.petid ,  T2.weight FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid WHERE T1.pet_age  >  1","SELECT T1.petid ,  T2.weight FROM pets AS T1 JOIN has_pet AS T2 ON T1.petid  =  T2.petid WHERE T1.pet_age  >  1",0.0,Falha ao executar a consulta gerada: no such column: T2.weight
71,pets_1,Find the average and maximum age for each type of pet.,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT avg(T1.pet_age) ,  max(T1.pet_age) ,  T2.pettype FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.petid  =  T2.petid GROUP BY T2.pettype","SELECT avg(T1.pet_age) ,  max(T1.pet_age) ,  T2.pettype FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.petid  =  T2.petid GROUP BY T2.pettype",0.0,Falha ao executar a consulta gerada: no such column: T1.pet_age
72,pets_1,What is the average and maximum age for each pet type?,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT avg(T1.pet_age) ,  max(T1.pet_age) ,  T2.pettype FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.petid  =  T2.petid GROUP BY T2.pettype","SELECT avg(T1.pet_age) ,  max(T1.pet_age) ,  T2.pettype FROM Has_Pet AS T1 JOIN Pets AS T2 ON T1.petid  =  T2.petid GROUP BY T2.pettype",0.0,Falha ao executar a consulta gerada: no such column: T1.pet_age
73,pets_1,Find the average weight for each pet type.,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT avg(weight) ,  pet_type FROM pets GROUP BY pet_type","SELECT avg(weight) ,  pet_type FROM pets GROUP BY pet_type",0.0,Falha ao executar a consulta gerada: no such column: pet_type
74,pets_1,What is the average weight for each type of pet?,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT avg(weight) ,  pet_type FROM pets GROUP BY pet_type","SELECT avg(weight) ,  pet_type FROM pets GROUP BY pet_type",0.0,Falha ao executar a consulta gerada: no such column: pet_type
75,pets_1,Find the first name and age of students who have a pet.,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",0.0,"Resultados divergentes (ordered=False). gold=2 linhas, pred=3 linhas."
76,pets_1,What are the different first names and ages of the students who do have pets?,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",1.0,Resultados idênticos (ordered=False).
77,pets_1,Find the id of the pet owned by student whose last name is ‘Smith’.,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.lname  =  'Smith',SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.lname  =  'Smith',1.0,Resultados idênticos (ordered=False).
78,pets_1,What is the id of the pet owned by the student whose last name is 'Smith'?,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',"SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.lname  =  ""Smith""","SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.lname  =  ""Smith""",1.0,Resultados idênticos (ordered=False).
79,pets_1,Find the number of pets for each student who has any pet and student id.,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid","SELECT count(*) ,  StuID FROM Has_Pet GROUP BY StuID","SELECT count(*) ,  StuID FROM Has_Pet GROUP BY StuID",1.0,Resultados idênticos (ordered=False).
80,pets_1,"For students who have pets , how many pets does each student have ? list their ids instead of names .","select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid","SELECT T1.StuID ,  count(*) FROM student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID GROUP BY T1.StuID","SELECT T1.StuID ,  count(*) FROM student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID GROUP BY T1.StuID",0.0,"Resultados divergentes (ordered=False). gold=2 linhas, pred=2 linhas."
81,pets_1,Find the first name and gender of student who have more than one pet.,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1",1.0,Resultados idênticos (ordered=False).
82,pets_1,What is the first name and gender of the all the students who have more than one pet?,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.StuID  =  T2.StuID GROUP BY T1.StuID HAVING count(*)  >  1","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.StuID  =  T2.StuID GROUP BY T1.StuID HAVING count(*)  >  1",1.0,Resultados idênticos (ordered=False).
83,pets_1,Find the last name of the student who has a cat that is age 3.,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT T1.LName FROM student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID JOIN Pets AS T3 ON T2.PetID  =  T3.PetID WHERE T3.pet_age  =  3 AND T3.pet_type  =  'cat',SELECT T1.LName FROM student AS T1 JOIN Has_Pet AS T2 ON T1.StuID  =  T2.StuID JOIN Pets AS T3 ON T2.PetID  =  T3.PetID WHERE T3.pet_age  =  3 AND T3.pet_type  =  'cat',0.0,Falha ao executar a consulta gerada: no such column: T3.pet_type
84,pets_1,What is the last name of the student who has a cat that is 3 years old?,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT t1.lname FROM student AS t1 JOIN has_pet AS t2 ON t1.stuid  =  t2.stuid JOIN pets AS t3 ON t2.petid  =  t3.petid WHERE t3.pettype  =  'cat' AND t3.pet_age  =  3,SELECT t1.lname FROM student AS t1 JOIN has_pet AS t2 ON t1.stuid  =  t2.stuid JOIN pets AS t3 ON t2.petid  =  t3.petid WHERE t3.pettype  =  'cat' AND t3.pet_age  =  3,1.0,Resultados idênticos (ordered=False).
85,pets_1,Find the average age of students who do not have any pet .,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT avg(age) FROM student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet),SELECT avg(age) FROM student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet),1.0,Resultados idênticos (ordered=False).
86,pets_1,What is the average age for all students who do not own any pets ?,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT avg(age) FROM student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet),SELECT avg(age) FROM student WHERE StuID NOT IN (SELECT StuID FROM Has_Pet),1.0,Resultados idênticos (ordered=False).
87,car_1,How many continents are there?,SELECT count(*) FROM CONTINENTS;,SELECT count(*) FROM continents,SELECT count(*) FROM continents,1.0,Resultados idênticos (ordered=False).
88,car_1,What is the number of continents?,SELECT count(*) FROM CONTINENTS;,SELECT count(*) FROM continents,SELECT count(*) FROM continents,1.0,Resultados idênticos (ordered=False).
89,car_1,"How many countries does each continent have? List the continent id, continent name and the number of countries.","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT T2.ContId ,  T1.Continent ,  COUNT(*) FROM continents AS T1 JOIN countries AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId","SELECT T2.ContId ,  T1.Continent ,  COUNT(*) FROM continents AS T1 JOIN countries AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId",0.0,Falha ao executar a consulta gerada: no such column: T2.ContId
90,car_1,"For each continent, list its id, name, and how many countries it has?","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT T2.ContId ,  T1.Continent ,  COUNT(*) FROM continents AS T2 JOIN countries AS T1 ON T2.ContId  =  T1.Continent GROUP BY T2.ContId","SELECT T2.ContId ,  T1.Continent ,  COUNT(*) FROM continents AS T2 JOIN countries AS T1 ON T2.ContId  =  T1.Continent GROUP BY T2.ContId",0.0,"Resultados divergentes (ordered=False). gold=5 linhas, pred=5 linhas."
91,car_1,How many countries are listed?,SELECT count(*) FROM COUNTRIES;,SELECT count(*) FROM countries,SELECT count(*) FROM countries,1.0,Resultados idênticos (ordered=False).
92,car_1,How many countries exist?,SELECT count(*) FROM COUNTRIES;,SELECT count(*) FROM countries,SELECT count(*) FROM countries,1.0,Resultados idênticos (ordered=False).
93,car_1,"How many models does each car maker produce? List maker full name, id and the number.","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT T1.FullName ,  T1.id ,  COUNT(*) FROM car_makers AS T1 JOIN car_names AS T2 ON T1.id  =  T2.makeid GROUP BY T1.id","SELECT T1.FullName ,  T1.id ,  COUNT(*) FROM car_makers AS T1 JOIN car_names AS T2 ON T1.id  =  T2.makeid GROUP BY T1.id",0.0,"Resultados divergentes (ordered=False). gold=22 linhas, pred=22 linhas."
94,car_1,"What is the full name of each car maker, along with its id and how many models it produces?","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT T1.Maker ,  T1.FullName ,  COUNT(*) FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id  =  T2.MakeId GROUP BY T1.Maker","SELECT T1.Maker ,  T1.FullName ,  COUNT(*) FROM car_makers AS T1 JOIN car_names AS T2 ON T1.Id  =  T2.MakeId GROUP BY T1.Maker",0.0,"Resultados divergentes (ordered=False). gold=22 linhas, pred=22 linhas."
